independentRank,learningStage,userTier,masteryTarget,priorityScore,canonicalForm,displayForm,unitType,independentStudy,formOfCanonical,formRelationType,parentLexicalUnitId,sourceBookCount,sourceFamilyCount,qualityStatus,lexicalUnitId,prerequisiteLexicalUnitIds,formCandidates
30673,S6_on_demand,O,on_demand,106,bike = bicycle,bike = bicycle,multiword_expression,True,,,,1,1,unreviewed,lu:754fb4767206c57d8c,lu:10e316a21703ece214;lu:59291d013b792d95ee,[]
30674,S6_on_demand,O,on_demand,106,bite bit bitten,bite bit bitten,multiword_expression,True,,,,1,1,unreviewed,lu:16d78dd16e36fca834,lu:420e702d64ac219974;lu:a0d50491e051526e63,[]
30675,S6_on_demand,O,on_demand,106,bloke modisane,Bloke Modisane,multiword_expression,True,,,,1,1,unreviewed,lu:e5b3128f20cd793475,lu:162520f3f331afdf55,[]
30676,S6_on_demand,O,on_demand,106,blow blew blown,blow blew blown,multiword_expression,True,,,,1,1,unreviewed,lu:a13a45916ee190bb03,lu:9da2d517904099f755,[]
30677,S6_on_demand,O,on_demand,106,bob dylan,Bob Dylan,multiword_expression,True,,,,1,1,unreviewed,lu:061ae589e357eb042f,lu:0ae6bbedcac9e326c7,[]
30678,S6_on_demand,O,on_demand,106,bon vivant,bon vivant,multiword_expression,True,,,,1,1,unreviewed,lu:c12996e369c1ed4b6b,,[]
30679,S6_on_demand,O,on_demand,106,booking office,booking office,multiword_expression,True,,,,1,1,unreviewed,lu:64cf9bbc9a8489a26c,lu:2bc5a95a349270f456;lu:6e013a1e95f94c709e,[]
30680,S6_on_demand,O,on_demand,106,bottle bank,bottle bank,multiword_expression,True,,,,1,1,unreviewed,lu:29ff50863a020b95b6,lu:ec68ad7dc34e56c377;lu:d482ae0a36040cda26,[]
30681,S6_on_demand,O,on_demand,106,break broke broken,break broke broken,multiword_expression,True,,,,1,1,unreviewed,lu:d9a03daafd0ee68c6a,lu:328e0523597db84311;lu:832db687c33a0a92a7;lu:cf8f86b939ac709b95,[]
30682,S6_on_demand,O,on_demand,106,break time,break time,multiword_expression,True,,,,1,1,unreviewed,lu:f78348744725234d00,lu:328e0523597db84311;lu:f28debe0de94368b31,[]
30683,S6_on_demand,O,on_demand,106,bring brought brought,bring brought brought,multiword_expression,True,,,,1,1,unreviewed,lu:ff58dc7acb2ebabdfb,lu:f27ae24acead9f70bc;lu:012a7d0feb7bf8aa7e,[]
30684,S6_on_demand,O,on_demand,106,british thermal unit,british thermal unit,multiword_expression,True,,,,1,1,unreviewed,lu:aac73b111ad73e2555,lu:fcf1cb3960ba40ab38;lu:4b00fb9de6eeb6fc08;lu:291f9c7c65099fe612,[]
30685,S6_on_demand,O,on_demand,106,build built built,build built built,multiword_expression,True,,,,1,1,unreviewed,lu:1a2d8e6461ff9bf71d,lu:4db083699c5d49002c;lu:4abe8e890a174cf8c7,[]
30686,S6_on_demand,O,on_demand,106,bunch of bananas,bunch of bananas,multiword_expression,True,,,,1,1,unreviewed,lu:dec454d81a385f5290,lu:e79b2c38530bd2e091;lu:76646312d20dfe302e;lu:0a9a129b3786003865,[]
30687,S6_on_demand,O,on_demand,106,buy bought bought,buy bought bought,multiword_expression,True,,,,1,1,unreviewed,lu:23b0545bdec965c244,lu:8d89f0cf048e1050c5;lu:2b409c7477d0960ba6,[]
30688,S6_on_demand,O,on_demand,106,by air,by air,multiword_expression,True,,,,1,1,unreviewed,lu:fe45eec5eb6ec81dd1,lu:e9013caf69b71210c3;lu:9fe99d9cb0a3ce9bb2,[]
30689,S6_on_demand,O,on_demand,106,by rail,by rail,multiword_expression,True,,,,1,1,unreviewed,lu:b646e368aa406cb08d,lu:e9013caf69b71210c3;lu:284985c92194764f74,[]
30690,S6_on_demand,O,on_demand,106,by road,by road,multiword_expression,True,,,,1,1,unreviewed,lu:d9d78158c80c58e0dd,lu:e9013caf69b71210c3;lu:f9782646dfe4d6b75e,[]
30691,S6_on_demand,O,on_demand,106,cafe i,cafe i,multiword_expression,True,,,,1,1,unreviewed,lu:f04a87942e37acbc06,lu:ea5830fddeb45a8adf;lu:e50d03570652a25491,[]
30692,S6_on_demand,O,on_demand,106,can of beans,can of beans,multiword_expression,True,,,,1,1,unreviewed,lu:da4c8846361527b55e,lu:98232c8d779b7cc696;lu:76646312d20dfe302e,[]
30693,S6_on_demand,O,on_demand,106,capital city,capital city,multiword_expression,True,,,,1,1,unreviewed,lu:cd04cf90a5799d6a4c,lu:b8e1fc9f1ad1474d65;lu:417922da86f2da64f3,[]
30694,S6_on_demand,O,on_demand,106,car alarm,car alarm,multiword_expression,True,,,,1,1,unreviewed,lu:41ba5aade5dfdd03de,lu:f9c26110dd277b4ece;lu:3d7642ab3c81a619c8,[]
30695,S6_on_demand,O,on_demand,106,card games,card games,multiword_expression,True,,,,1,1,unreviewed,lu:678cd3440439acc238,lu:80350f033b4857c9f2;lu:aa980a3b0171475e0a,[]
30696,S6_on_demand,O,on_demand,106,carpe diem,carpe diem,multiword_expression,True,,,,1,1,unreviewed,lu:57f7ef566f7e61ceac,,[]
30697,S6_on_demand,O,on_demand,106,catch caught caught,catch caught caught,multiword_expression,True,,,,1,1,unreviewed,lu:1643b7bfc6b89be89d,lu:3aac7867b9c4aa4c38,[]
30698,S6_on_demand,O,on_demand,106,caveat emptor,caveat emptor,multiword_expression,True,,,,1,1,unreviewed,lu:1ebd1986e479e1e7db,lu:91843940d1c57707be,[]
30699,S6_on_demand,O,on_demand,106,cd(compact disc),CD(compact disc),multiword_expression,True,,,,1,1,unreviewed,lu:d196e6d74f2201ccc3,lu:904f350042157f0094;lu:39659d83d196fd032c;lu:52625c28129fb6e4fa,[]
30700,S6_on_demand,O,on_demand,106,cees van wendel de joode,Cees van Wendel de Joode,multiword_expression,True,,,,1,1,unreviewed,lu:9aa754688ab9a5b9a4,lu:6b812ea9643a1848a8,[]
30701,S6_on_demand,O,on_demand,106,chat room,chat room,multiword_expression,True,,,,1,1,unreviewed,lu:9f207a1a61342ff818,lu:2fdf58881b10ad7d89;lu:8e2a3af29fdf0ca91d,[]
30702,S6_on_demand,O,on_demand,106,chest of drawers,chest of drawers,multiword_expression,True,,,,1,1,unreviewed,lu:a95cd3fbf073d0a558,lu:4f90ce1524d6e643d6;lu:76646312d20dfe302e,[]
30703,S6_on_demand,O,on_demand,106,choose chose chosen,choose chose chosen,multiword_expression,True,,,,1,1,unreviewed,lu:4be30ace6ad2e9df66,lu:9dbe88c859d27da507;lu:0bfedc9d1366d5968e,[]
30704,S6_on_demand,O,on_demand,106,christmas card,Christmas card,multiword_expression,True,,,,1,1,unreviewed,lu:6ae12f1870bfb14e2e,lu:3359f99577172aabd8;lu:80350f033b4857c9f2,[]
30705,S6_on_demand,O,on_demand,106,christmas eve,Christmas Eve,multiword_expression,True,,,,1,1,unreviewed,lu:55821e63d85a831bb8,lu:3359f99577172aabd8;lu:9da4614cdb4e66d542,[]
30706,S6_on_demand,O,on_demand,106,clare bolderson,Clare Bolderson,multiword_expression,True,,,,1,1,unreviewed,lu:6ff53cb20692d30d4d,,[]
30707,S6_on_demand,O,on_demand,106,clothes line,clothes line,multiword_expression,True,,,,1,1,unreviewed,lu:9220c175a070e7d598,lu:5f9179c70147a36255;lu:2d6a6af7eb42e8a3b3,[]
30708,S6_on_demand,O,on_demand,106,come came come,come came come,multiword_expression,True,,,,1,1,unreviewed,lu:a06c5608633a0df95f,lu:882c5756c52162c1d0;lu:51a6e4016ccbf18a06,[]
30709,S6_on_demand,O,on_demand,106,convince sb. to do sth,convince sb. to do sth,multiword_expression,True,,,,1,1,unreviewed,lu:237b3cecadf0201fc0,lu:4efc36d33f878c8518;lu:a1250868c524645dd1;lu:334ec3661c8a178aee,[]
30710,S6_on_demand,O,on_demand,106,corpus delicti,corpus delicti,multiword_expression,True,,,,1,1,unreviewed,lu:631648b1bd53eaa54d,lu:5f70ea275da9c0a4e3,[]
30711,S6_on_demand,O,on_demand,106,could modal,could modal,multiword_expression,True,,,,1,1,unreviewed,lu:1f53dfc42b97e2230e,lu:a6315a2749900cb9a5,[]
30712,S6_on_demand,O,on_demand,106,criterion criteria,criterion criteria,multiword_expression,True,,,,1,1,unreviewed,lu:c5b25901b230f683ab,lu:0c7728c65e3fcf8334;lu:188c68fb6327a16417,[]
30713,S6_on_demand,O,on_demand,106,customs officer,customs officer,multiword_expression,True,,,,1,1,unreviewed,lu:5239371c5db41c570f,lu:96cbd652b9a4c12259;lu:5bec261dec5eef7f6a,[]
30714,S6_on_demand,O,on_demand,106,dad = daddy,dad = daddy,multiword_expression,True,,,,1,1,unreviewed,lu:74bce463abc37b5e4f,lu:1add87e4869c8124c3;lu:588a8e73a0e688d9ea,[]
30715,S6_on_demand,O,on_demand,106,danie carluccio,Danie Carluccio,multiword_expression,True,,,,1,1,unreviewed,lu:8b002fbefae7cd9950,,[]
30716,S6_on_demand,O,on_demand,106,david morton,David Morton,multiword_expression,True,,,,1,1,unreviewed,lu:7c29226b937e5df608,,[]
30717,S6_on_demand,O,on_demand,106,de facto,de facto,multiword_expression,True,,,,1,1,unreviewed,lu:ff4b670c8958d7b131,,[]
30718,S6_on_demand,O,on_demand,106,de jure,de jure,multiword_expression,True,,,,1,1,unreviewed,lu:be6e25aa853281c7bf,,[]
30719,S6_on_demand,O,on_demand,106,defence defences,defence defences,multiword_expression,True,,,,1,1,unreviewed,lu:0948c562bd5ff1750b,lu:d969966daf427da5cd,[]
30720,S6_on_demand,O,on_demand,106,deny sth. to sb,deny sth. to sb,multiword_expression,True,,,,1,1,unreviewed,lu:2a299c669a64a317ff,lu:ed540a93d01cc7b559;lu:a1250868c524645dd1,[]
30721,S6_on_demand,O,on_demand,106,dial up,dial up,multiword_expression,True,,,,1,1,unreviewed,lu:80c020a61af0051efd,lu:21152f26af4504ac60;lu:bc200aac4298138b8a,[]
30722,S6_on_demand,O,on_demand,106,diana mclellan,Diana McLellan,multiword_expression,True,,,,1,1,unreviewed,lu:5fe2bb009b51d42d11,,[]
30723,S6_on_demand,O,on_demand,106,dig dug dug,dig dug dug,multiword_expression,True,,,,1,1,unreviewed,lu:93b06b84c687e93e78,lu:a1e5e179b53a801246,[]
30724,S6_on_demand,O,on_demand,106,disc jockey,disc jockey,multiword_expression,True,,,,1,1,unreviewed,lu:3107bbd0c75710b98f,lu:52625c28129fb6e4fa;lu:ca9f10b45196f3c5e8,[]
30725,S6_on_demand,O,on_demand,106,disk =disc,disk =disc,multiword_expression,True,,,,1,1,unreviewed,lu:1e21758aa3ea2c4057,lu:e935e2e0c8b1fdd931;lu:52625c28129fb6e4fa,[]
30726,S6_on_demand,O,on_demand,106,does doesn't = does not,does doesn't = does not,multiword_expression,True,,,,1,1,unreviewed,lu:6266d12b80532a3a08,lu:e4af32ff144cd94b7d;lu:5d4e7719c0abcdde92;lu:76d05de1df010ef620,[]
30727,S6_on_demand,O,on_demand,106,don claxton,Don Claxton,multiword_expression,True,,,,1,1,unreviewed,lu:6af7df764a47424965,lu:9f848a9bed80a104de,[]
30728,S6_on_demand,O,on_demand,106,draw drew drawn,draw drew drawn,multiword_expression,True,,,,1,1,unreviewed,lu:65b37f9c7bc263b0bd,lu:14e1244488e8e33bf1;lu:52718ecc2341538c5a;lu:cda26df5fb7b004378,[]
30729,S6_on_demand,O,on_demand,106,drier =dryer,drier =dryer,multiword_expression,True,,,,1,1,unreviewed,lu:da3e96e6f1e64c32aa,lu:fdd09c0e9d3ff428d4,[]
30730,S6_on_demand,O,on_demand,106,drink drank drunk,drink drank drunk,multiword_expression,True,,,,1,1,unreviewed,lu:33ff6fde4fc921e769,lu:060b8bc110aead6d50;lu:185bcd0561693a0dbf;lu:367aa49a0be5531181,[]
30731,S6_on_demand,O,on_demand,106,drive drove driven,drive drove driven,multiword_expression,True,,,,1,1,unreviewed,lu:485834c5ca0cde5b5a,lu:26507f7b48895d0181;lu:f4b1c17bfaadecd822,[]
30732,S6_on_demand,O,on_demand,106,driver's licence,driver's licence,multiword_expression,True,,,,1,1,unreviewed,lu:97017c7c5ef0e1df1c,lu:019dc5ac237a275254,[]
30733,S6_on_demand,O,on_demand,106,driving / driver's licence,driving / driver's licence,multiword_expression,True,,,,1,1,unreviewed,lu:9506ae1a91e05e5a1a,lu:562125949a71dc5719;lu:019dc5ac237a275254,[]
30734,S6_on_demand,O,on_demand,106,eat ate eaten,eat ate eaten,multiword_expression,True,,,,1,1,unreviewed,lu:9a7a0784851387bd67,lu:a9eefe5ca47e739e31;lu:d3e41c7499cb9b1a81,[]
30735,S6_on_demand,O,on_demand,106,electric lights,electric lights,multiword_expression,True,,,,1,1,unreviewed,lu:80490713bcb9b1dd83,lu:bdda35afd995de9ca7;lu:5cf7f88a7251ab1ebd,[]
30736,S6_on_demand,O,on_demand,106,ex post facto,ex post facto,multiword_expression,True,,,,1,1,unreviewed,lu:1de822840c5bc08342,lu:c60e7ef6c3e82794d8;lu:2879ce2cf0429edffc,[]
30737,S6_on_demand,O,on_demand,106,exam = examination,exam = examination,multiword_expression,True,,,,1,1,unreviewed,lu:381ed6b94875ce055c,lu:e5abee2394dcc1e6d5;lu:ddbe6e8464a9ec1133,[]
30738,S6_on_demand,O,on_demand,106,expect sth. of sb,expect sth. of sb,multiword_expression,True,,,,1,1,unreviewed,lu:a50402e187c49d752d,lu:b3b697eedcb610007d;lu:76646312d20dfe302e,[]
30739,S6_on_demand,O,on_demand,106,feed fed fed,feed fed fed,multiword_expression,True,,,,1,1,unreviewed,lu:15663f9dc0665edddf,lu:cdbcf0169b5352fc97,[]
30740,S6_on_demand,O,on_demand,106,feel better,feel better,multiword_expression,True,,,,1,1,unreviewed,lu:ab9b26e0c185e4f859,lu:1e2678b1d0d65e18c9;lu:f8a9246a7c5cdd0708,[]
30741,S6_on_demand,O,on_demand,106,feel felt felt,feel felt felt,multiword_expression,True,,,,1,1,unreviewed,lu:058418497d99e90cc7,lu:1e2678b1d0d65e18c9;lu:dd005d7ca784fef363,[]
30742,S6_on_demand,O,on_demand,106,feel ill,feel ill,multiword_expression,True,,,,1,1,unreviewed,lu:bc0ef562e948ed1a39,lu:1e2678b1d0d65e18c9;lu:296939b0721afd490c,[]
30743,S6_on_demand,O,on_demand,106,feel sick,feel sick,multiword_expression,True,,,,1,1,unreviewed,lu:f96997700cfafa5889,lu:1e2678b1d0d65e18c9;lu:bca5cae68c4b5f7f99,[]
30744,S6_on_demand,O,on_demand,106,ferris greenlet,Ferris Greenlet,multiword_expression,True,,,,1,1,unreviewed,lu:7882110cf8bd56c78e,,[]
30745,S6_on_demand,O,on_demand,106,film star,film star,multiword_expression,True,,,,1,1,unreviewed,lu:8914003a1ecc3eba66,lu:c620c7ac86b521a666;lu:47ae74b910e8e350fc,[]
30746,S6_on_demand,O,on_demand,106,fitting room,fitting room,multiword_expression,True,,,,1,1,unreviewed,lu:38ccb10e424bc6ce30,lu:2306d9dd18b999702e;lu:8e2a3af29fdf0ca91d,[]
30747,S6_on_demand,O,on_demand,106,fly flew flown,fly flew flown,multiword_expression,True,,,,1,1,unreviewed,lu:6ba6cb9d44d149ac11,lu:acaebad78b491b9fa2;lu:9838961eaa06a958c7,[]
30748,S6_on_demand,O,on_demand,106,folk music,folk music,multiword_expression,True,,,,1,1,unreviewed,lu:389dcba77b8ee9427b,lu:992597fe26257d0930;lu:8f349800546a1842a9,[]
30749,S6_on_demand,O,on_demand,106,foot feet,foot feet,multiword_expression,True,,,,1,1,unreviewed,lu:de637e56c3a6ef97e4,lu:d4a7f3e517d777e426;lu:d3eea1546b66d60eeb,[]
30750,S6_on_demand,O,on_demand,106,frederick w.taylor,Frederick W.Taylor,multiword_expression,True,,,,1,1,unreviewed,lu:7f52e9079a0fc7647e,lu:a5d62d1b51041d7d41,[]
30751,S6_on_demand,O,on_demand,106,fridge =refrigerator,fridge =refrigerator,multiword_expression,True,,,,1,1,unreviewed,lu:9f3b79ebea0d292641,lu:58ab2e32224bd84186;lu:82e921d14ad12fa51f,[]
30752,S6_on_demand,O,on_demand,106,from mouth to mouth,from mouth to mouth,multiword_expression,True,,,,1,1,unreviewed,lu:38e88b9eb4511e855a,lu:3b6bb9df5f8117a59f;lu:21a17743d8ece4202b;lu:a1250868c524645dd1,[]
30753,S6_on_demand,O,on_demand,106,frying pan,frying pan,multiword_expression,True,,,,1,1,unreviewed,lu:f128298313b3cda201,lu:9b00a14e395ec9916c,[]
30754,S6_on_demand,O,on_demand,106,gas / gas station,gas / gas station,multiword_expression,True,,,,1,1,unreviewed,lu:ca80d0ca9f81f43a7d,lu:c454d91446564906c1;lu:9019f903c62ef7d48d,[]
30755,S6_on_demand,O,on_demand,106,gas oven,gas oven,multiword_expression,True,,,,1,1,unreviewed,lu:f60c1537775ee4d551,lu:c454d91446564906c1;lu:75e710ccfcdbeaeb57,[]
30756,S6_on_demand,O,on_demand,106,george wallace,George Wallace,multiword_expression,True,,,,1,1,unreviewed,lu:4c0677facded6e4825,,[]
30757,S6_on_demand,O,on_demand,106,get better/worse,get better/worse,multiword_expression,True,,,,1,1,unreviewed,lu:7c9dac12ea6c305a53,lu:886c8af1f067b669f7;lu:f8a9246a7c5cdd0708;lu:58c75b5d4fb1b40a4d,[]
30758,S6_on_demand,O,on_demand,106,get got got,get got got,multiword_expression,True,,,,1,1,unreviewed,lu:b372e0329949132407,lu:886c8af1f067b669f7;lu:cd3ce5617df6384506,[]
30759,S6_on_demand,O,on_demand,106,get wet,get wet,multiword_expression,True,,,,1,1,unreviewed,lu:129e666a81120f2313,lu:886c8af1f067b669f7;lu:13e74ffbeebd6e6286,[]
30760,S6_on_demand,O,on_demand,106,give gave given,give gave given,multiword_expression,True,,,,1,1,unreviewed,lu:2224581a07d722c5f7,lu:d5a025ea25345164ba;lu:59361be35ece08b760;lu:cde7b44efb59abebe0,[]
30761,S6_on_demand,O,on_demand,106,go jogging,go jogging,multiword_expression,True,,,,1,1,unreviewed,lu:72638d00c415407488,lu:cba91c2195a9a78f16;lu:92eceb4a23247cd034,[]
30762,S6_on_demand,O,on_demand,106,go together,go together,multiword_expression,True,,,,1,1,unreviewed,lu:e31764edc211f25328,lu:cba91c2195a9a78f16;lu:8b1a2cf07410c1bc76,[]
30763,S6_on_demand,O,on_demand,106,go went gone,go went gone,multiword_expression,True,,,,1,1,unreviewed,lu:d4551d5a11effe6e32,lu:cba91c2195a9a78f16;lu:0f64c4b3be4a583f60;lu:e8dcdba18b031a2107,[]
30764,S6_on_demand,O,on_demand,106,good better best,good better best,multiword_expression,True,,,,1,1,unreviewed,lu:d87b7ffcfd2a6b8a89,lu:8d111f69126f6ab998;lu:f8a9246a7c5cdd0708;lu:1da46c45f00fa71139,[]
30765,S6_on_demand,O,on_demand,106,goose geese,goose geese,multiword_expression,True,,,,1,1,unreviewed,lu:be490c9a6650a59fa2,lu:9b6210d4591d837164;lu:cdeb3bb517df0658c8,[]
30766,S6_on_demand,O,on_demand,106,grandma = grandmother,grandma = grandmother,multiword_expression,True,,,,1,1,unreviewed,lu:c67fb6301ee010876f,lu:3830ff4beafa44f716;lu:c89b056d728c8ce551,[]
30767,S6_on_demand,O,on_demand,106,grandpa = grandfather,grandpa = grandfather,multiword_expression,True,,,,1,1,unreviewed,lu:887e7756cca0ba6274,lu:3c5b599a6896713846;lu:65bf93f0bba14b9dce,[]
30768,S6_on_demand,O,on_demand,106,grey / gray,grey / gray,multiword_expression,True,,,,1,1,unreviewed,lu:295162325abc9a33dc,lu:52410e568f088c0809;lu:df43bbbceeb3eef302,[]
30769,S6_on_demand,O,on_demand,106,grow grew grown,grow grew grown,multiword_expression,True,,,,1,1,unreviewed,lu:b72eba0e0392257b87,lu:7d2eade203bbbb246b;lu:b84f7d110616a3233c,[]
30770,S6_on_demand,O,on_demand,106,gym =gymnasium,gym =gymnasium,multiword_expression,True,,,,1,1,unreviewed,lu:4972470425582ef62a,lu:8d49c2844b1b0d0a30;lu:f68cae6688f9685ec9,[]
30771,S6_on_demand,O,on_demand,106,habeas corpus,habeas corpus,multiword_expression,True,,,,1,1,unreviewed,lu:1e2940a34c2f2aae04,lu:5f70ea275da9c0a4e3,[]
30772,S6_on_demand,O,on_demand,106,half metre/meter,half metre/meter,multiword_expression,True,,,,1,1,unreviewed,lu:b0f94e3d8c9a6fa0f7,lu:38d056b86da8122dfd;lu:e56a61587b2c7ef0e8;lu:e0377e62c576da282d,[]
30773,S6_on_demand,O,on_demand,106,hang hung hung,hang hung hung,multiword_expression,True,,,,1,1,unreviewed,lu:4cf236c145b8fd19fc,lu:1ea1438acde01a07f7,[]
30774,S6_on_demand,O,on_demand,106,have has had had,have has had had,multiword_expression,True,,,,1,1,unreviewed,lu:dd2036949334272fcd,lu:d01dd05788e1a38f1d;lu:83d6e21cc754f1c1d8;lu:c8bf367a990515544e,[]
30775,S6_on_demand,O,on_demand,106,have......at heart,have......at heart,multiword_expression,True,,,,1,1,unreviewed,lu:1e3d1e9f8924ba0e50,lu:d01dd05788e1a38f1d;lu:b6dd4709f8f277b3a6;lu:bb749045c507b7b167,[]
30776,S6_on_demand,O,on_demand,106,have......in common,have......in common,multiword_expression,True,,,,1,1,unreviewed,lu:525329a0f5a3c34066,lu:d01dd05788e1a38f1d;lu:3575fa1b8632b3ec1f;lu:6bc1889048035b75ff,[]
30777,S6_on_demand,O,on_demand,106,have......to do with,have......to do with,multiword_expression,True,,,,1,1,unreviewed,lu:79164be43a58467c74,lu:d01dd05788e1a38f1d;lu:a1250868c524645dd1;lu:334ec3661c8a178aee;lu:f9d2533f26f3ba9b6e,[]
30778,S6_on_demand,O,on_demand,106,have...at heart,have...at heart,multiword_expression,True,,,,1,1,unreviewed,lu:20918c3f478a19e074,lu:d01dd05788e1a38f1d;lu:b6dd4709f8f277b3a6;lu:bb749045c507b7b167,[]
30779,S6_on_demand,O,on_demand,106,have...to do with,have...to do with,multiword_expression,True,,,,1,1,unreviewed,lu:c514abf5ceab075896,lu:d01dd05788e1a38f1d;lu:a1250868c524645dd1;lu:334ec3661c8a178aee;lu:f9d2533f26f3ba9b6e,[]
30780,S6_on_demand,O,on_demand,106,hear heard heard,hear heard heard,multiword_expression,True,,,,1,1,unreviewed,lu:eecefffd5d6ce3d1f7,lu:071a3355b8e46ff45c,[]
30781,S6_on_demand,O,on_demand,106,hide and seek,hide and seek,multiword_expression,True,,,,1,1,unreviewed,lu:60d625086498b3f3a0,lu:65b6af9913357bd56a;lu:f5018830ce658e2a60;lu:452c8fc9bb7d4f6470,[]
30782,S6_on_demand,O,on_demand,106,hide hid hidden,hide hid hidden,multiword_expression,True,,,,1,1,unreviewed,lu:2ffd7052b582bc50f9,lu:65b6af9913357bd56a;lu:9497c3df69a0e940de;lu:7d2eb5c20c456ab05e,[]
30783,S6_on_demand,O,on_demand,106,hit hit hit,hit hit hit,multiword_expression,True,,,,1,1,unreviewed,lu:6a6cdab55f4c0696f4,lu:efdce21d33de2d4c6b,[]
30784,S6_on_demand,O,on_demand,106,hit song,hit song,multiword_expression,True,,,,1,1,unreviewed,lu:a151b8c1dfa74a4559,lu:efdce21d33de2d4c6b;lu:9a71002d64dbcaeffe,[]
30785,S6_on_demand,O,on_demand,106,hoi polloi,hoi polloi,multiword_expression,True,,,,1,1,unreviewed,lu:8331fae597a97c5891,,[]
30786,S6_on_demand,O,on_demand,106,hold held held,hold held held,multiword_expression,True,,,,1,1,unreviewed,lu:28bab2dd9182dbe5a8,lu:892e8cd96408a7ea82,[]
30787,S6_on_demand,O,on_demand,106,hurt hurt hurt,hurt hurt hurt,multiword_expression,True,,,,1,1,unreviewed,lu:8ecb1077054cd67f2b,lu:902ce5ce7b8295ea37,[]
30788,S6_on_demand,O,on_demand,106,in reluctant to,in reluctant to,multiword_expression,True,,,,1,1,unreviewed,lu:a6b4292bb5cf599a2a,lu:3575fa1b8632b3ec1f;lu:83c8c49fc73a1fde8b;lu:a1250868c524645dd1,[]
30789,S6_on_demand,O,on_demand,106,james carville,James Carville,multiword_expression,True,,,,1,1,unreviewed,lu:a1512eea8e39552ef2,lu:5286e00831d68508c3,[]
30790,S6_on_demand,O,on_demand,106,jazz music,jazz music,multiword_expression,True,,,,1,1,unreviewed,lu:4df521ff89479a3251,lu:558d094813ecf2e310;lu:8f349800546a1842a9,[]
30791,S6_on_demand,O,on_demand,106,jerome singer,Jerome Singer,multiword_expression,True,,,,1,1,unreviewed,lu:c1aa7fa0138d687bdd,lu:0a1f61f60044f3bb19,[]
30792,S6_on_demand,O,on_demand,106,johannes brahms,johannes brahms,multiword_expression,True,,,,1,1,unreviewed,lu:d24bdd83ab0a300e4e,,[]
30793,S6_on_demand,O,on_demand,106,john rae,John Rae,multiword_expression,True,,,,1,1,unreviewed,lu:726e1019fd9450dec1,lu:163650d5efd6f20c5f,[]
30794,S6_on_demand,O,on_demand,106,junk mail,junk mail,multiword_expression,True,,,,1,1,unreviewed,lu:3d65cbebec4b067320,lu:643451e18dc4dfecd1;lu:8eba7e3fe09f7d1861,[]
30795,S6_on_demand,O,on_demand,106,kathleen weinstein,Kathleen Weinstein,multiword_expression,True,,,,1,1,unreviewed,lu:b4732d7836e5d3e388,,[]
30796,S6_on_demand,O,on_demand,106,keen on,keen on,multiword_expression,True,,,,1,1,unreviewed,lu:9216755c9a6e324973,lu:ffae87a75ece78f65e;lu:d199de8196e5f6abeb,[]
30797,S6_on_demand,O,on_demand,106,keep kept kept,keep kept kept,multiword_expression,True,,,,1,1,unreviewed,lu:e1ecb434daee29e77a,lu:64ff199e052a2c82a8,[]
30798,S6_on_demand,O,on_demand,106,keep... from,keep... from,multiword_expression,True,,,,1,1,unreviewed,lu:6640f67f462d7a78e4,lu:64ff199e052a2c82a8;lu:3b6bb9df5f8117a59f,[]
30799,S6_on_demand,O,on_demand,106,keep... in mind,keep... in mind,multiword_expression,True,,,,1,1,unreviewed,lu:870fa8d826d92b26b9,lu:64ff199e052a2c82a8;lu:3575fa1b8632b3ec1f;lu:ecf768f12298f2bf79,[]
30800,S6_on_demand,O,on_demand,106,keep...in mind,keep...in mind,multiword_expression,True,,,,1,1,unreviewed,lu:3281148d6af508e5c2,lu:64ff199e052a2c82a8;lu:3575fa1b8632b3ec1f;lu:ecf768f12298f2bf79,[]
30801,S6_on_demand,O,on_demand,106,kid...into doing,kid...into doing,multiword_expression,True,,,,1,1,unreviewed,lu:9c8dc86362055e6067,lu:17c2689f50db183ab6;lu:12c6a15ee916b8dbca,[]
30802,S6_on_demand,O,on_demand,106,know knew known,know knew known,multiword_expression,True,,,,1,1,unreviewed,lu:86c065cf35ee454243,lu:fdc04b01371f4c7d1f;lu:9f17ac964cd148e0d7,[]
30803,S6_on_demand,O,on_demand,106,lay laid laid,lay laid laid,multiword_expression,True,,,,1,1,unreviewed,lu:8b09f25e5fa7f6d755,lu:c7e853927503e7d504,[]
30804,S6_on_demand,O,on_demand,106,lead led led,lead led led,multiword_expression,True,,,,1,1,unreviewed,lu:0062700d21b50e52d2,lu:e6b545016683e15aae,[]
30805,S6_on_demand,O,on_demand,106,leaf leaves,leaf leaves,multiword_expression,True,,,,1,1,unreviewed,lu:38eaff833c48c7e451,lu:aa8b0a550d1a90b027;lu:ef62aa217dc9829e2c,[]
30806,S6_on_demand,O,on_demand,106,leave left left,leave left left,multiword_expression,True,,,,1,1,unreviewed,lu:51ccf996afc8b6ddf7,lu:22200574fc32313112;lu:04af0f2ea02575bdd6,[]
30807,S6_on_demand,O,on_demand,106,leave... alone,leave... alone,multiword_expression,True,,,,1,1,unreviewed,lu:e74632e8af34468513,lu:22200574fc32313112;lu:728b266df5f1edc625,[]
30808,S6_on_demand,O,on_demand,106,lend lent lent,lend lent lent,multiword_expression,True,,,,1,1,unreviewed,lu:dad61821a00b60e447,lu:0f61e1575d88e63b6d,[]
